0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25
0.646861125,0.89,1.07,1.23,1.32,1.39,1.45,1.51,1.56,1.6,1.63,1.66,1.69,1.71,1.74,1.76,1.78,1.8,1.81,1.83,1.83,1.84,1.84,1.84,1.84,1.83,1.82,1.82,1.81,1.8,1.79,1.78,1.76,1.75,1.74,1.73,1.72,1.7,1.69,1.68,1.66,1.65,1.63,1.62,1.6,1.59,1.57,1.56,1.54,1.53,1.51
