Tenor,0.08,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25
1,0.501292985,0.646269878,0.672390165,0.717616294,0.82942967,1.011418163,1.182743963,1.350577075,1.528536431,1.726945996,1.939678221,2.157080615,2.372450273,2.580237154,2.776530915,2.95821124,3.123675792,3.271944389,3.403046629,3.517404092,3.615961217,3.699877769,3.770631745,3.829784725,3.87889829,3.9194314,3.952411796,3.978753965,3.999372393,4.015181566,4.027095971,4.035908234,4.041881773,4.045136378,4.045791838,4.043967941,4.039784474,4.033361227,4.024817987,4.014274542,4.001850681,3.987666191,3.971840861,3.954494479,3.935746833,3.915717711,3.894526902,3.872294193,3.849139373,3.825182229,3.800542551
2,0.502206904,0.644290018,0.681363139,0.74435248,0.868042525,1.053218089,1.228410787,1.401357889,1.58418398,1.785628865,1.999521894,2.216712745,2.431343659,2.638681474,2.835163373,3.01778888,3.184634703,3.334337962,3.466740356,3.582156702,3.681560561,3.766168624,3.837487444,3.897098463,3.946583122,3.987417121,4.020631808,4.047141831,4.067861834,4.083706465,4.095590368,4.104304684,4.110112946,4.113137823,4.113501987,4.111328106,4.106738849,4.099856886,4.090804887,4.079705522,4.066681458,4.051855367,4.035349917,4.017287779,3.997791621,3.976984112,3.954987924,3.931925724,3.907920183,3.883093969,3.857569753
3,0.502217283,0.65368669,0.701921403,0.771498367,0.915898472,1.135548986,1.343504895,1.539098192,1.734680101,1.941568478,2.157056879,2.375032249,2.590022275,2.796983292,2.991952501,3.171617585,3.334245394,3.478757111,3.605064338,3.713516344,3.805213862,3.881538203,3.944227992,3.995114162,4.036027648,4.068661456,4.094109587,4.113303475,4.127174552,4.13665425,4.142673999,4.146033625,4.14697992,4.145614431,4.142038701,4.136354277,4.128662704,4.119065526,4.10766429,4.09456054,4.079855822,4.06365168,4.046049661,4.027151309,4.007058169,3.985871788,3.963693709,3.940625479,3.916768642,3.892224744,3.867095331
4,0.501394195,0.652135295,0.701103298,0.788842596,0.937559117,1.148802969,1.346330102,1.534633048,1.725696064,1.929473204,2.142498656,2.358135631,2.571208725,2.777085198,2.971803672,3.151934382,3.31551547,3.461244759,3.589004899,3.699186215,3.793012273,3.871954848,3.937626412,3.991677003,4.035756658,4.071392839,4.099597913,4.12124897,4.137223098,4.148397383,4.155648915,4.159735199,4.160911243,4.159300077,4.155024731,4.148208237,4.138973625,4.127443926,4.11374217,4.097991388,4.08031461,4.060834868,4.039675191,4.016958611,3.992808158,3.967346862,3.940697755,3.912983867,3.884328229,3.854853871,3.824683824
5,0.500907411,0.64307699,0.674991096,0.768723016,0.91769754,1.127194815,1.322789995,1.508913178,1.697539641,1.898657583,2.108950618,2.321949682,2.532343076,2.735328003,2.926974957,3.103945306,3.264400602,3.407174799,3.532305333,3.640291861,3.732280357,3.809636195,3.873921596,3.92675048,3.969736768,4.004378912,4.031690143,4.052556255,4.067863043,4.0784963,4.085341821,4.089167465,4.090228923,4.088642888,4.084526046,4.077995085,4.069166695,4.058157562,4.045084376,4.030063824,4.013212594,3.994647375,3.974484855,3.952841721,3.929834662,3.905580366,3.880195522,3.853796816,3.826500938,3.798424575,3.769684416
6,0.500008179,0.632033252,0.657081454,0.741705571,0.88143629,1.08843513,1.283799856,1.470024007,1.658973181,1.860895343,2.072434153,2.287015849,2.499042672,2.703410781,2.89601612,3.073446629,3.234070898,3.376960795,3.50225929,3.610542157,3.703002204,3.781027507,3.846143439,3.899910844,3.943890563,3.979533127,4.007825492,4.029632867,4.045820462,4.057253483,4.06479714,4.069200734,4.070718423,4.069472168,4.065583931,4.059175673,4.050369356,4.039286941,4.026050388,4.01078166,3.993602718,3.974635522,3.954002035,3.931824217,3.90822403,3.883323434,3.857244392,3.830108865,3.802038813,3.773156199,3.743582982
7,0.49930694,0.636345969,0.670571716,0.728404368,0.862319788,1.065934281,1.268046561,1.466650694,1.670152025,1.886082172,2.109947954,2.334560256,2.554194195,2.763797718,2.959541524,3.138324424,3.298742341,3.440097495,3.562847696,3.667891094,3.756691525,3.830866844,3.892067425,3.941952047,3.982179486,4.014281661,4.039257384,4.05796546,4.071264693,4.080013885,4.08507184,4.087179286,4.086580766,4.083390508,4.077722741,4.069691693,4.059411591,4.046996665,4.032561143,4.016219252,3.998085222,3.978273279,3.956897653,3.934072571,3.909912262,3.884530954,3.858042875,3.830562253,3.802203317,3.773080295,3.743307414
8,0.498451039,0.645789112,0.674387041,0.760595094,0.912810099,1.121152298,1.319560109,1.510720751,1.706047709,1.915253428,2.134394208,2.356301184,2.574803578,2.784362293,2.980975387,3.161430751,3.324193696,3.46842606,3.594347823,3.702580092,3.794272049,3.870781636,3.933765779,3.984958646,4.026094407,4.058783393,4.084098135,4.102965208,4.116311181,4.125062625,4.130146113,4.132358769,4.131953768,4.129041423,4.123732045,4.116135947,4.106363441,4.094524839,4.080730453,4.065090595,4.047715578,4.028715713,4.008201314,3.986282691,3.963070157,3.938674025,3.913204606,3.886772212,3.859487156,3.83145975,3.802800306
9,0.498654252,0.641012971,0.672433451,0.756468839,0.891900054,1.08731321,1.280493696,1.471385528,1.668085333,1.877641722,2.095947304,2.316239443,2.532890986,2.740861062,2.936299891,3.116030157,3.278378063,3.422331867,3.548037038,3.656095708,3.747761863,3.824495399,3.887916408,3.939687749,3.981472285,4.014811163,4.040734073,4.060136375,4.073913429,4.082960596,4.088173235,4.09032352,4.08966596,4.08631911,4.080401522,4.072031752,4.061328352,4.048409875,4.033394876,4.016401908,3.997549525,3.976956279,3.954740725,3.931021417,3.905916907,3.879545749,3.852026497,3.823477705,3.794017926,3.763765713,3.732839621
