0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25
0.00E+00,1.94E-05,3.88E-05,5.82E-05,7.77E-05,9.71E-05,1.16E-04,1.36E-04,1.55E-04,1.75E-04,1.94E-04,2.14E-04,2.33E-04,2.52E-04,2.72E-04,2.91E-04,3.11E-04,3.30E-04,3.49E-04,3.69E-04,3.88E-04,4.08E-04,4.27E-04,4.47E-04,4.66E-04,4.85E-04,5.05E-04,5.24E-04,5.44E-04,5.63E-04,5.82E-04,6.02E-04,6.21E-04,6.41E-04,6.60E-04,6.80E-04,6.99E-04,7.18E-04,7.38E-04,7.57E-04,7.77E-04,7.96E-04,8.15E-04,8.35E-04,8.54E-04,8.74E-04,8.93E-04,9.13E-04,9.32E-04,9.51E-04,9.71E-04
