9.945118292333242627e-01,5.699168276530368338e-02,4.505388603915969764e-02,-5.286365021177135554e-02,2.464553916618807735e-03,5.587322546470723308e-03,-2.424058173660244286e-02,1.298614382813319257e-03,1.403715971082958877e-04,1.257200070061903691e-04,-4.504057744299237026e-02,-3.314982524687628704e-06,7.052640504309898306e-04,1.420676272124684049e-05,1.008544872922275022e-02,-2.496893713880269814e-05,-7.009379750642617986e-03,3.912519730601964226e-05,1.055469254108379481e-04,4.484288763187780507e-05,-6.446969025872637676e-03,-1.636251790621258238e-05,-1.896936482274952558e-05,-4.559033804308389734e-05,3.489671159254114849e-03,-1.116999048129675236e-06,7.763531145133048973e-05,1.287912916143065386e-05,1.148507111177357007e-05,6.707005149521043266e-06,4.134647869990567680e-05,1.983066952638680726e-05,-3.405595150252113679e-03,-1.115065469389208462e-05,-2.603430880983727174e-05,-4.285703395719325147e-05,-5.665654973280860558e-05,-7.290844323966193382e-05,-2.407957577347036239e-05,-3.633825912095937981e-05,-8.882100006048470730e-05,-8.775673581628412861e-05,-8.382092151904494413e-05,-4.155218667496448569e-05,-6.964439489883178730e-05,-6.164226125734928138e-05,-5.278207753335915171e-05,-4.308274453742459741e-05,-2.981706093325438262e-05,-3.991609088001500910e-05,-1.309072549953694663e-03
-9.275667891653946451e-02,6.329265208904654161e-01,3.914634460738097843e-01,-6.202263240691313628e-01,-2.561148701102779202e-03,6.731964538494922268e-02,4.081790169862753448e-02,1.864931655063164009e-02,-2.051486686171478079e-04,-1.191716122304413937e-04,-8.980782813502381778e-02,3.800988449363524766e-08,5.961787859895398885e-04,-2.648404871379357418e-05,1.695709120618439647e-01,5.543930998818646228e-05,1.409099742997753889e-02,-7.045174352809694079e-05,-1.427137867063111394e-04,-8.911051745303011004e-05,-7.699739044086222062e-02,2.674806526043260212e-05,4.317998809752659133e-05,3.171122044914117551e-05,-2.609641658704815737e-03,2.445583938643433230e-06,-7.094494599401545288e-06,-2.768675670380675054e-05,-3.248919107443771885e-05,-2.528193415360470767e-05,1.442594306869255550e-05,6.144584146227720877e-06,-4.600480415672673906e-02,-2.143826711355436340e-07,-7.811055635182423534e-06,-1.229161751461731929e-05,-2.092568799891112466e-05,-2.872510350787460108e-05,1.232125949906453610e-05,1.951397943408305963e-05,-3.719946517382047757e-05,-3.936007652182970789e-05,-3.585215484619635269e-05,-3.227629544586161031e-05,-2.499878759233200318e-05,-2.090747127402496706e-05,-1.655508286230162503e-05,-1.378984210633639209e-05,-5.932742262214444348e-06,1.270684074261784513e-05,-3.539621239501624522e-02
2.847460236437669039e-04,-6.492227035000608382e-01,5.058366941246614790e-01,-2.389772969063151953e-01,3.549929911180975568e-03,1.397411167297859524e-01,-1.668556993478183814e-01,4.926276330269117182e-02,7.680394423263728863e-04,4.777637711034595945e-04,2.028090084649734615e-01,3.118182500607327560e-05,-3.260455281080021123e-04,1.207741713846071144e-04,3.296969879508797052e-01,-1.089405544479582185e-04,-5.100716165261289653e-02,8.067151344111708365e-05,1.702557672726404039e-04,1.032830913421548349e-04,-2.078681657337301814e-01,-2.450948781188270030e-05,-4.021112289756181558e-05,-6.291447840502593610e-05,2.492642941103120988e-03,-1.301690883837553282e-05,3.032843751352441762e-05,3.775863682568242449e-05,6.675499052409815956e-05,5.132409652963970133e-05,2.567593158796336404e-05,9.366527030583942002e-06,-1.143785211432358506e-01,-1.055397160229758829e-05,-1.126873307795359882e-05,-2.315297427768027571e-05,-2.640129208391417740e-05,-2.479321308323668153e-05,-5.120112124414682943e-05,-5.501694552121936746e-05,-1.753467075174032914e-05,-8.126397217130389914e-06,-4.341923199292511680e-06,-5.163623840626557971e-06,-1.352671478788906693e-05,-1.022713396063084921e-05,-5.450972110234039264e-06,-3.972676685035159610e-06,-9.621689457716079016e-06,-1.957830438342144690e-05,-8.359951626630431065e-02
2.294836488828262341e-03,6.311527606077123320e-02,4.140971264738065039e-02,3.953405360890513420e-01,-7.625630400410378373e-02,1.871033393879506235e-01,4.683315902396271713e-01,7.397301410551310186e-02,-3.016927918452215300e-03,-2.252747185005486014e-03,-3.902481091078022213e-01,-8.525422941200675993e-05,1.110835959051624695e-02,-4.181791299840730610e-04,4.813279955467336668e-01,1.000729665338465427e-03,2.128021807537151533e-01,-1.284712658000916911e-03,-2.521028777819853909e-03,-1.543413079766491796e-03,-3.114928450645534919e-01,5.341730044714238651e-04,8.169719549797353677e-04,5.585062775572848361e-04,-4.114687197925439438e-02,2.008512966328948951e-05,-1.164674360680668095e-04,-5.217089750839673046e-04,-5.319998981062882453e-04,-3.945578568364024180e-04,3.366197740141335724e-04,1.507206614565179429e-04,-1.705782557135627209e-01,-7.004082617332818236e-05,-1.650438700336898123e-04,-2.706647676004119937e-04,-3.587882940599983238e-04,-4.772405352001054570e-04,3.347148446040332584e-04,4.986621188638593787e-04,-5.187498769530266788e-04,-5.179483221935468618e-04,-4.302842380378778362e-04,-2.924019470363276355e-04,-1.982991199125884105e-04,-1.459914206076226161e-04,-8.820823043885718453e-05,-4.441102418384304410e-05,-1.558270445037464834e-05,2.516592599867361842e-04,-1.230743506287550471e-01
-5.655778264475096531e-03,2.530120711406447231e-01,-2.972360841999199255e-01,1.760234048114051875e-01,2.916981921636834230e-01,2.430558849582745151e-01,-4.510473253225397716e-01,1.036119830492219090e-01,2.497808427211196600e-02,1.934798220743360123e-02,1.785797501654450559e-01,6.486295333365013323e-04,-6.095078356316357970e-02,4.189799830407379272e-03,3.840941495429791575e-01,-6.227925317608030628e-03,-4.012266082398378009e-01,6.894095855674626898e-03,1.403255462802110998e-02,8.542641771156619587e-03,-9.653126642445214456e-02,-2.648626241983518138e-03,-4.028887738219497777e-03,-2.832164083829566848e-03,1.801579895180666357e-01,-2.614044122065430618e-04,-1.352961631965081467e-04,2.414829731835793636e-03,2.699330929555963238e-03,1.763724656818945954e-03,-2.141621013808522704e-03,-9.701570751489573983e-04,-1.937869003020681880e-01,4.903353652037625767e-04,1.095092256914158985e-03,1.757355071770474054e-03,2.370019334708814169e-03,2.989891515500232508e-03,-1.379137151257879383e-03,-2.302993009698134797e-03,3.295262741355080814e-03,3.085686807157364195e-03,2.593659346795500632e-03,1.833255850876070120e-03,1.485059781880405418e-03,1.141606483594536032e-03,7.998925022369906754e-04,4.867512073203585283e-04,2.978279593463281465e-04,-9.859983492703152264e-04,-1.826009792279323918e-01
1.784637593261654762e-02,5.387040887788336826e-03,-3.409147391628506996e-01,-1.797154564294049239e-01,-4.812609453734124632e-01,2.726150170192678801e-01,-8.403817688000038422e-02,1.326441636964680593e-01,-1.624853039901067442e-01,-1.223036575209673904e-01,2.725528162794422227e-01,-4.937989842233493284e-03,1.685587213844757515e-01,-2.993614245363908008e-02,1.157273006031489387e-01,2.708363427675753929e-02,2.906044608849920330e-01,-2.121037172219079545e-02,-4.662058470365048474e-02,-2.770274042880928669e-02,2.059257313077959006e-01,6.240578323583269651e-03,9.270697527901989102e-03,9.182378262729069124e-03,-3.710526584195629751e-01,2.458230265330450803e-03,2.811596295968887826e-03,-5.180179141592621342e-03,-9.004724621230229126e-03,-4.657226863648536788e-03,5.481216995589569679e-03,2.724340385316542136e-03,-1.861754889577879046e-01,-1.342787902337814511e-03,-3.116732027318533382e-03,-4.486324745998256959e-03,-6.352191406935863566e-03,-7.750123191133291740e-03,3.889759139898642595e-03,6.836523547598534825e-03,-9.242798715567183618e-03,-8.119308912673020920e-03,-6.763709945067931592e-03,-4.706216190886695384e-03,-4.166541414010193484e-03,-3.252349586087304421e-03,-2.678967391386663510e-03,-1.697360701202740591e-03,-1.069522946597568393e-03,1.802229022161957192e-03,-2.408445135791772995e-01
9.795148487911430057e-03,-1.360632038729826798e-01,-1.480797197433479095e-01,-2.233849802181527844e-01,1.802177311149593120e-01,2.481313047923289217e-01,2.609618820323901800e-01,1.527651560644430750e-01,4.609524406380680062e-01,3.093464340053884154e-01,5.890781030877557771e-03,1.805198780280012003e-02,-2.282847562113636819e-01,8.268512362184327058e-02,-9.967180630152965015e-02,-6.026775467274848863e-02,2.050001722265412385e-01,3.367754339675845671e-02,8.313919184217223590e-02,4.795775410300925912e-02,3.150360258164719429e-01,-5.821024463841022178e-03,-7.656277631638565631e-03,-1.604562419883517541e-02,3.083349690999171444e-01,-8.183566150290944377e-03,-8.416414324576683773e-03,3.034245903169611666e-03,1.648482001924259782e-02,6.180875267765877784e-03,-5.944731836040512835e-03,-3.622722588985503259e-03,-1.572643303584956298e-01,1.664307306543097833e-03,4.181885848926605864e-03,4.758190589774240545e-03,7.499934076131569566e-03,8.693064578197866668e-03,-5.976035985523939567e-03,-1.133475505127074477e-02,1.218191156543262620e-02,9.741989220558999393e-03,7.705256551646066238e-03,4.955203090481286564e-03,4.922583310312261470e-03,3.897533231482102917e-03,4.137774925530589114e-03,2.625446678349168533e-03,1.620450957246250857e-03,-1.150193024045630596e-03,-2.646048059404740860e-01
-5.876903905817499295e-03,-1.058077985904058577e-01,6.686570614667095014e-02,-6.755028585352172710e-02,3.072095727580759772e-01,1.894344524966752596e-01,1.924170911444562926e-01,1.646571304661893775e-01,-6.590049302369229700e-01,-2.258033726266571728e-01,-2.102117367426102890e-01,-4.712347382515048172e-02,1.756321341212228881e-02,-9.025376369830404033e-02,-2.150815446933835862e-01,5.464147662615532336e-02,-1.594654897635535973e-01,-9.183032194362126047e-03,-5.283092575624081383e-02,-2.787992719165907629e-02,2.514586429381654442e-01,-7.093528266079575026e-03,-1.477983615944587249e-02,8.366320408387917240e-03,1.409701820359616498e-01,1.508928616347622251e-02,8.960164764554497466e-03,1.305047397931095345e-02,-1.144952922736335553e-02,3.417347554353447094e-04,-2.495792392188949868e-03,2.835676690416249210e-04,-1.223458797895180666e-01,1.097331425873717206e-04,-3.295917140036463641e-04,2.332694711021151852e-03,1.681914922779463801e-03,2.766870073378911287e-03,9.796944112054331230e-04,6.445654211132533645e-03,-6.111752270606952671e-04,7.733703700859520134e-04,2.404018054095073426e-03,2.917542130150701379e-03,1.906690617978536346e-03,1.313773550273452089e-03,-1.089338670041267287e-03,-4.565533123868989593e-04,-1.559657392420845268e-04,-8.847905490439924442e-04,-2.603113059523399775e-01
-1.615868127538114957e-02,3.183885369432939115e-03,2.126346822728369390e-01,1.229701201774503760e-01,-2.754429378984931537e-02,1.158490955726943494e-01,-5.902604888451981613e-02,1.709276434678908829e-01,5.091422266096634619e-01,-3.458037460808070507e-01,-2.585442501438772744e-01,6.058616987155016065e-02,2.795146862354590533e-01,2.779234819522250627e-03,-2.546627866460312584e-01,1.779756217318365736e-03,-3.438428140103851338e-01,-3.923245883800788314e-02,-2.736942054255597431e-02,-1.990717117677738568e-02,1.016573655991919872e-01,2.126984295101781719e-02,4.057705758708595595e-02,1.194756810816828378e-02,-3.136219852793308838e-01,-1.765971679770906438e-02,3.864630628055196583e-04,-3.141060528166934179e-02,-4.020782118199401310e-03,-9.942449961892887295e-03,1.055015705738226138e-02,3.856847682055993334e-03,-8.826870988483888347e-02,-2.068463046219760210e-03,-4.509998403538600410e-03,-8.767228178005759612e-03,-1.139241253979983090e-02,-1.364968403820751228e-02,8.646873204108722344e-03,4.948066987165159608e-03,-1.410397573916841868e-02,-1.139569802098189255e-02,-1.239209253345011259e-02,-1.020953110708877273e-02,-9.353922008848273434e-03,-6.803251848376016750e-03,-3.363370755222063781e-03,-2.722934197760542956e-03,-1.889952903521853987e-03,9.136426700674899837e-04,-2.403344049357955259e-01
-1.376012816639660477e-02,8.433651768585710695e-02,2.456003883436929658e-01,2.096344713740672105e-01,-2.577919839118226752e-01,4.318479096909608878e-02,-2.080302924492571093e-01,1.742021597770253005e-01,-2.010752171763475760e-01,7.223230754523685127e-01,-1.219320676417958438e-01,1.141529715523449534e-01,-6.063505854429660641e-02,4.311019323755665988e-02,-2.530191296233292864e-01,1.044553163930737882e-02,-1.096856868317475642e-01,1.446932358290152834e-02,-8.605251039478324648e-03,-1.861556087290822678e-03,-4.845151792448636890e-02,-6.494366451891843937e-03,-1.877732842053932844e-02,-1.153580078218325797e-02,-1.449319469507834857e-01,8.805086404524813115e-03,-5.777091194201540089e-03,1.374512793114097617e-02,-1.796202456183136620e-03,1.938107741485385789e-03,-6.615975853570734561e-04,-2.539176011852377563e-05,-5.914070584919304402e-02,6.272122533181144720e-06,1.055830616471924594e-04,4.404211044944227889e-05,9.465375161724897410e-04,-1.710922214578320961e-03,-3.019457600469690594e-03,-1.843999367802202569e-04,2.432145365219117242e-03,-1.803402813761709883e-03,-1.313382369856672290e-03,1.380594394604489617e-04,1.377728593318403028e-03,2.261783413434538840e-04,-7.561915239198875333e-04,-4.487597428357895069e-05,-8.653213783090148159e-06,9.299304084767205832e-04,-2.161330245688876661e-01
