0.00,0.50,1.00,1.50,2.00,2.50,3.00,3.50,4.00,4.50,5.00,5.50,6.00,6.50,7.00,7.50,8.00,8.50,9.00,9.50,10.00,10.50,11.00,11.50,12.00,12.50,13.00,13.50,14.00,14.50,15.00,15.50,16.00,16.50,17.00,17.50,18.00,18.50,19.00,19.50,20.00,20.50,21.00,21.50,22.00,22.50,23.00,23.50,24.00,24.50,25.00
6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03,6.23E-03
-1.75E-03,-1.93E-03,-2.08E-03,-2.20E-03,-2.29E-03,-2.36E-03,-2.40E-03,-2.41E-03,-2.41E-03,-2.38E-03,-2.33E-03,-2.26E-03,-2.18E-03,-2.08E-03,-1.96E-03,-1.83E-03,-1.68E-03,-1.52E-03,-1.36E-03,-1.18E-03,-9.90E-04,-7.96E-04,-5.96E-04,-3.91E-04,-1.82E-04,2.95E-05,2.42E-04,4.56E-04,6.68E-04,8.78E-04,1.08E-03,1.29E-03,1.48E-03,1.67E-03,1.86E-03,2.03E-03,2.19E-03,2.34E-03,2.48E-03,2.60E-03,2.71E-03,2.80E-03,2.88E-03,2.93E-03,2.97E-03,2.98E-03,2.98E-03,2.94E-03,2.89E-03,2.81E-03,2.70E-03
3.16E-03,2.52E-03,1.94E-03,1.42E-03,9.52E-04,5.40E-04,1.79E-04,-1.34E-04,-4.00E-04,-6.23E-04,-8.05E-04,-9.48E-04,-1.05E-03,-1.13E-03,-1.17E-03,-1.18E-03,-1.16E-03,-1.12E-03,-1.06E-03,-9.75E-04,-8.75E-04,-7.59E-04,-6.31E-04,-4.92E-04,-3.46E-04,-1.94E-04,-3.83E-05,1.18E-04,2.73E-04,4.23E-04,5.68E-04,7.04E-04,8.28E-04,9.40E-04,1.04E-03,1.11E-03,1.17E-03,1.20E-03,1.21E-03,1.19E-03,1.14E-03,1.06E-03,9.44E-04,7.90E-04,5.96E-04,3.61E-04,8.07E-05,-2.46E-04,-6.22E-04,-1.05E-03,-1.53E-03
